date,appliance,usage_hours,power_watts,hour,room
2026-08-27,Laptop,0.8,65,13,Home Office
2026-08-27,Refrigerator,0.44,200,14,Kitchen
2026-08-27,Ceiling Fan,0.95,75,14,Living & Bed
2026-08-27,Laptop,0.8,65,14,Home Office
2026-08-27,Refrigerator,0.44,200,15,Kitchen
2026-08-27,Ceiling Fan,0.95,75,15,Living & Bed
2026-08-27,Laptop,0.8,65,15,Home Office
2026-08-27,Refrigerator,0.42,200,16,Kitchen
2026-08-27,Ceiling Fan,0.95,75,16,Living & Bed
2026-08-27,Laptop,0.8,65,16,Home Office
2026-08-27,Refrigerator,0.48,200,17,Kitchen
2026-08-27,Ceiling Fan,0.95,75,17,Living & Bed
2026-08-27,Laptop,0.8,65,17,Home Office
2026-08-27,Refrigerator,0.45,200,18,Kitchen
2026-08-27,Ceiling Fan,0.95,75,18,Living & Bed
2026-08-27,LED Lights,1.0,40,18,All Rooms
2026-08-27,Refrigerator,0.44,200,19,Kitchen
2026-08-27,Television,0.83,120,19,Living Room
2026-08-27,Ceiling Fan,0.95,75,19,Living & Bed
2026-08-27,LED Lights,1.0,40,19,All Rooms
2026-08-27,Refrigerator,0.43,200,20,Kitchen
2026-08-27,Air Conditioner,0.73,1500,20,Master Bedroom
2026-08-27,Television,0.91,120,20,Living Room
2026-08-27,Ceiling Fan,0.95,75,20,Living & Bed
2026-08-27,LED Lights,1.0,40,20,All Rooms
2026-08-27,Microwave,0.25,1200,20,Kitchen
2026-08-27,Refrigerator,0.48,200,21,Kitchen
2026-08-27,Air Conditioner,0.72,1500,21,Master Bedroom
2026-08-27,Television,0.99,120,21,Living Room
2026-08-27,Ceiling Fan,0.95,75,21,Living & Bed
2026-08-27,LED Lights,1.0,40,21,All Rooms
2026-08-27,Refrigerator,0.45,200,22,Kitchen
2026-08-27,Air Conditioner,0.74,1500,22,Master Bedroom
2026-08-27,Television,0.88,120,22,Living Room
2026-08-27,Ceiling Fan,0.95,75,22,Living & Bed
2026-08-27,LED Lights,1.0,40,22,All Rooms
2026-08-27,Refrigerator,0.41,200,23,Kitchen
2026-08-27,Air Conditioner,0.79,1500,23,Master Bedroom
2026-08-27,Ceiling Fan,0.95,75,23,Living & Bed
2026-08-27,LED Lights,1.0,40,23,All Rooms
2026-08-28,Refrigerator,0.43,200,0,Kitchen
2026-08-28,Air Conditioner,0.72,1500,0,Master Bedroom
2026-08-28,Ceiling Fan,0.95,75,0,Living & Bed
2026-08-28,Refrigerator,0.44,200,1,Kitchen
2026-08-28,Ceiling Fan,0.95,75,1,Living & Bed
2026-08-28,Refrigerator,0.44,200,2,Kitchen
2026-08-28,Refrigerator,0.47,200,3,Kitchen
2026-08-28,Refrigerator,0.45,200,4,Kitchen
2026-08-28,Refrigerator,0.44,200,5,Kitchen
2026-08-28,Refrigerator,0.44,200,6,Kitchen
2026-08-28,Water Heater,0.75,2000,6,Bathroom
2026-08-28,Refrigerator,0.44,200,7,Kitchen
2026-08-28,Water Heater,0.75,2000,7,Bathroom
2026-08-28,Refrigerator,0.46,200,8,Kitchen
2026-08-28,Refrigerator,0.49,200,9,Kitchen
2026-08-28,Washing Machine,0.6,500,9,Utility Room
2026-08-28,Refrigerator,0.45,200,10,Kitchen
2026-08-28,Washing Machine,0.6,500,10,Utility Room
2026-08-28,Laptop,0.8,65,10,Home Office
2026-08-28,Refrigerator,0.48,200,11,Kitchen
2026-08-28,Ceiling Fan,0.95,75,11,Living & Bed
2026-08-28,Laptop,0.8,65,11,Home Office
2026-08-28,Refrigerator,0.49,200,12,Kitchen
2026-08-28,Ceiling Fan,0.95,75,12,Living & Bed
2026-08-28,Laptop,0.8,65,12,Home Office
2026-08-28,Microwave,0.25,1200,12,Kitchen
2026-08-28,Refrigerator,0.45,200,13,Kitchen
2026-08-28,Ceiling Fan,0.95,75,13,Living & Bed
2026-08-28,Laptop,0.8,65,13,Home Office
2026-08-28,Refrigerator,0.44,200,14,Kitchen
2026-08-28,Ceiling Fan,0.95,75,14,Living & Bed
2026-08-28,Laptop,0.8,65,14,Home Office
2026-08-28,Refrigerator,0.43,200,15,Kitchen
2026-08-28,Ceiling Fan,0.95,75,15,Living & Bed
2026-08-28,Laptop,0.8,65,15,Home Office
2026-08-28,Refrigerator,0.46,200,16,Kitchen
2026-08-28,Ceiling Fan,0.95,75,16,Living & Bed
2026-08-28,Laptop,0.8,65,16,Home Office
2026-08-28,Refrigerator,0.5,200,17,Kitchen
2026-08-28,Ceiling Fan,0.95,75,17,Living & Bed
2026-08-28,Laptop,0.8,65,17,Home Office
2026-08-28,Refrigerator,0.41,200,18,Kitchen
2026-08-28,Ceiling Fan,0.95,75,18,Living & Bed
2026-08-28,LED Lights,1.0,40,18,All Rooms
2026-08-28,Refrigerator,0.46,200,19,Kitchen
2026-08-28,Television,0.98,120,19,Living Room
2026-08-28,Ceiling Fan,0.95,75,19,Living & Bed
2026-08-28,LED Lights,1.0,40,19,All Rooms
2026-08-28,Refrigerator,0.4,200,20,Kitchen
2026-08-28,Air Conditioner,0.74,1500,20,Master Bedroom
2026-08-28,Television,0.84,120,20,Living Room
2026-08-28,Ceiling Fan,0.95,75,20,Living & Bed
2026-08-28,LED Lights,1.0,40,20,All Rooms
2026-08-28,Microwave,0.25,1200,20,Kitchen
2026-08-28,Refrigerator,0.4,200,21,Kitchen
2026-08-28,Air Conditioner,0.72,1500,21,Master Bedroom
2026-08-28,Television,0.91,120,21,Living Room
2026-08-28,Ceiling Fan,0.95,75,21,Living & Bed
2026-08-28,LED Lights,1.0,40,21,All Rooms
2026-08-28,Refrigerator,0.42,200,22,Kitchen
2026-08-28,Air Conditioner,0.77,1500,22,Master Bedroom
2026-08-28,Television,0.84,120,22,Living Room
2026-08-28,Ceiling Fan,0.95,75,22,Living & Bed
2026-08-28,LED Lights,1.0,40,22,All Rooms
2026-08-28,Refrigerator,0.49,200,23,Kitchen
2026-08-28,Air Conditioner,0.78,1500,23,Master Bedroom
2026-08-28,Ceiling Fan,0.95,75,23,Living & Bed
2026-08-28,LED Lights,1.0,40,23,All Rooms
2026-08-29,Refrigerator,0.48,200,0,Kitchen
2026-08-29,Air Conditioner,0.81,1500,0,Master Bedroom
2026-08-29,Ceiling Fan,0.95,75,0,Living & Bed
2026-08-29,Refrigerator,0.41,200,1,Kitchen
2026-08-29,Ceiling Fan,0.95,75,1,Living & Bed
2026-08-29,Refrigerator,0.5,200,2,Kitchen
2026-08-29,Refrigerator,0.44,200,3,Kitchen
2026-08-29,Refrigerator,0.43,200,4,Kitchen
2026-08-29,Refrigerator,0.48,200,5,Kitchen
2026-08-29,Refrigerator,0.45,200,6,Kitchen
2026-08-29,Water Heater,0.75,2000,6,Bathroom
2026-08-29,Refrigerator,0.49,200,7,Kitchen
2026-08-29,Water Heater,0.75,2000,7,Bathroom
2026-08-29,Refrigerator,0.5,200,8,Kitchen
2026-08-29,Refrigerator,0.48,200,9,Kitchen
2026-08-29,Washing Machine,0.6,500,9,Utility Room
2026-08-29,Refrigerator,0.41,200,10,Kitchen
2026-08-29,Washing Machine,0.6,500,10,Utility Room
2026-08-29,Refrigerator,0.41,200,11,Kitchen
2026-08-29,Ceiling Fan,0.95,75,11,Living & Bed
2026-08-29,Laptop,0.8,65,11,Home Office
2026-08-29,Refrigerator,0.4,200,12,Kitchen
2026-08-29,Ceiling Fan,0.95,75,12,Living & Bed
2026-08-29,Laptop,0.8,65,12,Home Office
2026-08-29,Microwave,0.25,1200,12,Kitchen
2026-08-29,Refrigerator,0.47,200,13,Kitchen
2026-08-29,Ceiling Fan,0.95,75,13,Living & Bed
2026-08-29,Refrigerator,0.5,200,14,Kitchen
2026-08-29,Television,0.88,120,14,Living Room
2026-08-29,Ceiling Fan,0.95,75,14,Living & Bed
2026-08-29,Refrigerator,0.41,200,15,Kitchen
2026-08-29,Television,0.87,120,15,Living Room
2026-08-29,Ceiling Fan,0.95,75,15,Living & Bed
2026-08-29,Refrigerator,0.46,200,16,Kitchen
2026-08-29,Television,0.88,120,16,Living Room
2026-08-29,Ceiling Fan,0.95,75,16,Living & Bed
2026-08-29,Laptop,0.8,65,16,Home Office
2026-08-29,Refrigerator,0.48,200,17,Kitchen
2026-08-29,Ceiling Fan,0.95,75,17,Living & Bed
2026-08-29,Refrigerator,0.49,200,18,Kitchen
2026-08-29,Ceiling Fan,0.95,75,18,Living & Bed
2026-08-29,LED Lights,1.0,40,18,All Rooms
2026-08-29,Refrigerator,0.45,200,19,Kitchen
2026-08-29,Television,0.86,120,19,Living Room
2026-08-29,Ceiling Fan,0.95,75,19,Living & Bed
2026-08-29,LED Lights,1.0,40,19,All Rooms
2026-08-29,Refrigerator,0.49,200,20,Kitchen
2026-08-29,Air Conditioner,0.82,1500,20,Master Bedroom
2026-08-29,Television,0.88,120,20,Living Room
2026-08-29,Ceiling Fan,0.95,75,20,Living & Bed
2026-08-29,LED Lights,1.0,40,20,All Rooms
2026-08-29,Microwave,0.25,1200,20,Kitchen
2026-08-29,Refrigerator,0.47,200,21,Kitchen
2026-08-29,Air Conditioner,0.86,1500,21,Master Bedroom
2026-08-29,Television,0.96,120,21,Living Room
2026-08-29,Ceiling Fan,0.95,75,21,Living & Bed
2026-08-29,LED Lights,1.0,40,21,All Rooms
2026-08-29,Refrigerator,0.45,200,22,Kitchen
2026-08-29,Air Conditioner,0.9,1500,22,Master Bedroom
2026-08-29,Television,0.89,120,22,Living Room
2026-08-29,Ceiling Fan,0.95,75,22,Living & Bed
2026-08-29,LED Lights,1.0,40,22,All Rooms
2026-08-29,Refrigerator,0.46,200,23,Kitchen
2026-08-29,Air Conditioner,0.87,1500,23,Master Bedroom
2026-08-29,Ceiling Fan,0.95,75,23,Living & Bed
2026-08-29,LED Lights,1.0,40,23,All Rooms
2026-08-30,Refrigerator,0.42,200,0,Kitchen
2026-08-30,Air Conditioner,0.85,1500,0,Master Bedroom
2026-08-30,Ceiling Fan,0.95,75,0,Living & Bed
2026-08-30,Refrigerator,0.46,200,1,Kitchen
2026-08-30,Ceiling Fan,0.95,75,1,Living & Bed
2026-08-30,Refrigerator,0.49,200,2,Kitchen
2026-08-30,Refrigerator,0.5,200,3,Kitchen
2026-08-30,Refrigerator,0.49,200,4,Kitchen
2026-08-30,Refrigerator,0.49,200,5,Kitchen
2026-08-30,Refrigerator,0.47,200,6,Kitchen
2026-08-30,Water Heater,0.75,2000,6,Bathroom
2026-08-30,Refrigerator,0.47,200,7,Kitchen
2026-08-30,Water Heater,0.75,2000,7,Bathroom
2026-08-30,Refrigerator,0.5,200,8,Kitchen
2026-08-30,Refrigerator,0.4,200,9,Kitchen
2026-08-30,Washing Machine,0.6,500,9,Utility Room
2026-08-30,Refrigerator,0.46,200,10,Kitchen
2026-08-30,Washing Machine,0.6,500,10,Utility Room
2026-08-30,Refrigerator,0.45,200,11,Kitchen
2026-08-30,Ceiling Fan,0.95,75,11,Living & Bed
2026-08-30,Laptop,0.8,65,11,Home Office
2026-08-30,Refrigerator,0.43,200,12,Kitchen
2026-08-30,Ceiling Fan,0.95,75,12,Living & Bed
2026-08-30,Laptop,0.8,65,12,Home Office
2026-08-30,Microwave,0.25,1200,12,Kitchen
2026-08-30,Refrigerator,0.48,200,13,Kitchen
2026-08-30,Ceiling Fan,0.95,75,13,Living & Bed
2026-08-30,Refrigerator,0.46,200,14,Kitchen
2026-08-30,Television,0.81,120,14,Living Room
2026-08-30,Ceiling Fan,0.95,75,14,Living & Bed
2026-08-30,Refrigerator,0.41,200,15,Kitchen
2026-08-30,Television,0.8,120,15,Living Room
2026-08-30,Ceiling Fan,0.95,75,15,Living & Bed
2026-08-30,Refrigerator,0.47,200,16,Kitchen
2026-08-30,Television,0.91,120,16,Living Room
2026-08-30,Ceiling Fan,0.95,75,16,Living & Bed
2026-08-30,Laptop,0.8,65,16,Home Office
2026-08-30,Refrigerator,0.47,200,17,Kitchen
2026-08-30,Ceiling Fan,0.95,75,17,Living & Bed
2026-08-30,Refrigerator,0.41,200,18,Kitchen
2026-08-30,Ceiling Fan,0.95,75,18,Living & Bed
2026-08-30,LED Lights,1.0,40,18,All Rooms
2026-08-30,Refrigerator,0.41,200,19,Kitchen
2026-08-30,Television,0.92,120,19,Living Room
2026-08-30,Ceiling Fan,0.95,75,19,Living & Bed
2026-08-30,LED Lights,1.0,40,19,All Rooms
2026-08-30,Refrigerator,0.45,200,20,Kitchen
2026-08-30,Air Conditioner,0.9,1500,20,Master Bedroom
2026-08-30,Television,0.9,120,20,Living Room
2026-08-30,Ceiling Fan,0.95,75,20,Living & Bed
2026-08-30,LED Lights,1.0,40,20,All Rooms
2026-08-30,Microwave,0.25,1200,20,Kitchen
2026-08-30,Refrigerator,0.49,200,21,Kitchen
2026-08-30,Air Conditioner,0.89,1500,21,Master Bedroom
2026-08-30,Television,0.94,120,21,Living Room
2026-08-30,Ceiling Fan,0.95,75,21,Living & Bed
2026-08-30,LED Lights,1.0,40,21,All Rooms
2026-08-30,Refrigerator,0.4,200,22,Kitchen
2026-08-30,Air Conditioner,0.84,1500,22,Master Bedroom
2026-08-30,Television,0.96,120,22,Living Room
2026-08-30,Ceiling Fan,0.95,75,22,Living & Bed
2026-08-30,LED Lights,1.0,40,22,All Rooms
2026-08-30,Refrigerator,0.42,200,23,Kitchen
2026-08-30,Air Conditioner,0.81,1500,23,Master Bedroom
2026-08-30,Ceiling Fan,0.95,75,23,Living & Bed
2026-08-30,LED Lights,1.0,40,23,All Rooms
2026-08-31,Refrigerator,0.46,200,0,Kitchen
2026-08-31,Air Conditioner,0.71,1500,0,Master Bedroom
2026-08-31,Ceiling Fan,0.95,75,0,Living & Bed
2026-08-31,Refrigerator,0.48,200,1,Kitchen
2026-08-31,Ceiling Fan,0.95,75,1,Living & Bed
2026-08-31,Refrigerator,0.49,200,2,Kitchen
2026-08-31,Refrigerator,0.42,200,3,Kitchen
2026-08-31,Refrigerator,0.45,200,4,Kitchen
2026-08-31,Refrigerator,0.41,200,5,Kitchen
2026-08-31,Refrigerator,0.43,200,6,Kitchen
2026-08-31,Water Heater,0.75,2000,6,Bathroom
2026-08-31,Refrigerator,0.48,200,7,Kitchen
2026-08-31,Water Heater,0.75,2000,7,Bathroom
2026-08-31,Refrigerator,0.48,200,8,Kitchen
2026-08-31,Refrigerator,0.41,200,9,Kitchen
2026-08-31,Refrigerator,0.44,200,10,Kitchen
2026-08-31,Laptop,0.8,65,10,Home Office
2026-08-31,Refrigerator,0.41,200,11,Kitchen
2026-08-31,Ceiling Fan,0.95,75,11,Living & Bed
2026-08-31,Laptop,0.8,65,11,Home Office
2026-08-31,Refrigerator,0.47,200,12,Kitchen
2026-08-31,Ceiling Fan,0.95,75,12,Living & Bed
2026-08-31,Laptop,0.8,65,12,Home Office
2026-08-31,Microwave,0.25,1200,12,Kitchen
2026-08-31,Refrigerator,0.48,200,13,Kitchen
2026-08-31,Ceiling Fan,0.95,75,13,Living & Bed
2026-08-31,Laptop,0.8,65,13,Home Office
2026-08-31,Refrigerator,0.41,200,14,Kitchen
2026-08-31,Ceiling Fan,0.95,75,14,Living & Bed
2026-08-31,Laptop,0.8,65,14,Home Office
2026-08-31,Refrigerator,0.41,200,15,Kitchen
2026-08-31,Ceiling Fan,0.95,75,15,Living & Bed
2026-08-31,Laptop,0.8,65,15,Home Office
2026-08-31,Refrigerator,0.49,200,16,Kitchen
2026-08-31,Ceiling Fan,0.95,75,16,Living & Bed
2026-08-31,Laptop,0.8,65,16,Home Office
2026-08-31,Refrigerator,0.44,200,17,Kitchen
2026-08-31,Ceiling Fan,0.95,75,17,Living & Bed
2026-08-31,Laptop,0.8,65,17,Home Office
2026-08-31,Refrigerator,0.48,200,18,Kitchen
2026-08-31,Ceiling Fan,0.95,75,18,Living & Bed
2026-08-31,LED Lights,1.0,40,18,All Rooms
2026-08-31,Refrigerator,0.48,200,19,Kitchen
2026-08-31,Television,0.99,120,19,Living Room
2026-08-31,Ceiling Fan,0.95,75,19,Living & Bed
2026-08-31,LED Lights,1.0,40,19,All Rooms
2026-08-31,Refrigerator,0.46,200,20,Kitchen
2026-08-31,Air Conditioner,0.76,1500,20,Master Bedroom
2026-08-31,Television,0.89,120,20,Living Room
2026-08-31,Ceiling Fan,0.95,75,20,Living & Bed
2026-08-31,LED Lights,1.0,40,20,All Rooms
2026-08-31,Microwave,0.25,1200,20,Kitchen
2026-08-31,Refrigerator,0.44,200,21,Kitchen
2026-08-31,Air Conditioner,0.73,1500,21,Master Bedroom
2026-08-31,Television,0.91,120,21,Living Room
2026-08-31,Ceiling Fan,0.95,75,21,Living & Bed
2026-08-31,LED Lights,1.0,40,21,All Rooms
2026-08-31,Refrigerator,0.43,200,22,Kitchen
2026-08-31,Air Conditioner,0.7,1500,22,Master Bedroom
2026-08-31,Television,0.89,120,22,Living Room
2026-08-31,Ceiling Fan,0.95,75,22,Living & Bed
2026-08-31,LED Lights,1.0,40,22,All Rooms
2026-08-31,Refrigerator,0.4,200,23,Kitchen
2026-08-31,Air Conditioner,0.79,1500,23,Master Bedroom
2026-08-31,Ceiling Fan,0.95,75,23,Living & Bed
2026-08-31,LED Lights,1.0,40,23,All Rooms
2026-09-01,Refrigerator,0.43,200,0,Kitchen
2026-09-01,Air Conditioner,0.73,1500,0,Master Bedroom
2026-09-01,Ceiling Fan,0.95,75,0,Living & Bed
2026-09-01,Refrigerator,0.45,200,1,Kitchen
2026-09-01,Ceiling Fan,0.95,75,1,Living & Bed
2026-09-01,Refrigerator,0.44,200,2,Kitchen
2026-09-01,Refrigerator,0.41,200,3,Kitchen
2026-09-01,Refrigerator,0.46,200,4,Kitchen
2026-09-01,Refrigerator,0.41,200,5,Kitchen
2026-09-01,Refrigerator,0.47,200,6,Kitchen
2026-09-01,Water Heater,0.75,2000,6,Bathroom
2026-09-01,Refrigerator,0.48,200,7,Kitchen
2026-09-01,Water Heater,0.75,2000,7,Bathroom
2026-09-01,Refrigerator,0.48,200,8,Kitchen
2026-09-01,Water Heater,0.9,2000,8,Bathroom
2026-09-01,Refrigerator,0.42,200,9,Kitchen
2026-09-01,Water Heater,0.9,2000,9,Bathroom
2026-09-01,Washing Machine,0.6,500,9,Utility Room
2026-09-01,Refrigerator,0.48,200,10,Kitchen
2026-09-01,Water Heater,0.9,2000,10,Bathroom
2026-09-01,Washing Machine,0.6,500,10,Utility Room
2026-09-01,Laptop,0.8,65,10,Home Office
2026-09-01,Refrigerator,0.48,200,11,Kitchen
2026-09-01,Ceiling Fan,0.95,75,11,Living & Bed
2026-09-01,Laptop,0.8,65,11,Home Office
2026-09-01,Refrigerator,0.45,200,12,Kitchen
2026-09-01,Ceiling Fan,0.95,75,12,Living & Bed
2026-09-01,Laptop,0.8,65,12,Home Office
2026-09-01,Microwave,0.25,1200,12,Kitchen
2026-09-01,Refrigerator,0.49,200,13,Kitchen
2026-09-01,Ceiling Fan,0.95,75,13,Living & Bed
2026-09-01,Laptop,0.8,65,13,Home Office
2026-09-01,Refrigerator,0.42,200,14,Kitchen
2026-09-01,Ceiling Fan,0.95,75,14,Living & Bed
2026-09-01,Laptop,0.8,65,14,Home Office
2026-09-01,Refrigerator,0.41,200,15,Kitchen
2026-09-01,Ceiling Fan,0.95,75,15,Living & Bed
2026-09-01,Laptop,0.8,65,15,Home Office
2026-09-01,Refrigerator,0.47,200,16,Kitchen
2026-09-01,Ceiling Fan,0.95,75,16,Living & Bed
2026-09-01,Laptop,0.8,65,16,Home Office
2026-09-01,Refrigerator,0.5,200,17,Kitchen
2026-09-01,Ceiling Fan,0.95,75,17,Living & Bed
2026-09-01,Laptop,0.8,65,17,Home Office
2026-09-01,Refrigerator,0.46,200,18,Kitchen
2026-09-01,Ceiling Fan,0.95,75,18,Living & Bed
2026-09-01,LED Lights,1.0,40,18,All Rooms
2026-09-01,Refrigerator,0.48,200,19,Kitchen
2026-09-01,Television,0.92,120,19,Living Room
2026-09-01,Ceiling Fan,0.95,75,19,Living & Bed
2026-09-01,LED Lights,1.0,40,19,All Rooms
2026-09-01,Refrigerator,0.48,200,20,Kitchen
2026-09-01,Air Conditioner,0.71,1500,20,Master Bedroom
2026-09-01,Television,0.93,120,20,Living Room
2026-09-01,Ceiling Fan,0.95,75,20,Living & Bed
2026-09-01,LED Lights,1.0,40,20,All Rooms
2026-09-01,Microwave,0.25,1200,20,Kitchen
2026-09-01,Refrigerator,0.48,200,21,Kitchen
2026-09-01,Air Conditioner,0.79,1500,21,Master Bedroom
2026-09-01,Television,0.99,120,21,Living Room
2026-09-01,Ceiling Fan,0.95,75,21,Living & Bed
2026-09-01,LED Lights,1.0,40,21,All Rooms
2026-09-01,Refrigerator,0.47,200,22,Kitchen
2026-09-01,Air Conditioner,0.72,1500,22,Master Bedroom
2026-09-01,Television,0.97,120,22,Living Room
2026-09-01,Ceiling Fan,0.95,75,22,Living & Bed
2026-09-01,LED Lights,1.0,40,22,All Rooms
2026-09-01,Refrigerator,0.44,200,23,Kitchen
2026-09-01,Air Conditioner,0.71,1500,23,Master Bedroom
2026-09-01,Ceiling Fan,0.95,75,23,Living & Bed
2026-09-01,LED Lights,1.0,40,23,All Rooms
2026-09-02,Refrigerator,0.48,200,0,Kitchen
2026-09-02,Air Conditioner,0.7,1500,0,Master Bedroom
2026-09-02,Ceiling Fan,0.95,75,0,Living & Bed
2026-09-02,Refrigerator,0.42,200,1,Kitchen
2026-09-02,Ceiling Fan,0.95,75,1,Living & Bed
2026-09-02,Refrigerator,0.47,200,2,Kitchen
2026-09-02,Refrigerator,0.46,200,3,Kitchen
2026-09-02,Refrigerator,0.44,200,4,Kitchen
2026-09-02,Refrigerator,0.48,200,5,Kitchen
2026-09-02,Refrigerator,0.4,200,6,Kitchen
2026-09-02,Water Heater,0.75,2000,6,Bathroom
2026-09-02,Refrigerator,0.46,200,7,Kitchen
2026-09-02,Water Heater,0.75,2000,7,Bathroom
2026-09-02,Refrigerator,0.45,200,8,Kitchen
2026-09-02,Refrigerator,0.46,200,9,Kitchen
2026-09-02,Refrigerator,0.41,200,10,Kitchen
2026-09-02,Laptop,0.8,65,10,Home Office
2026-09-02,Refrigerator,0.5,200,11,Kitchen
2026-09-02,Ceiling Fan,0.95,75,11,Living & Bed
2026-09-02,Laptop,0.8,65,11,Home Office
2026-09-02,Refrigerator,0.4,200,12,Kitchen
2026-09-02,Ceiling Fan,0.95,75,12,Living & Bed
2026-09-02,Laptop,0.8,65,12,Home Office
2026-09-02,Microwave,0.25,1200,12,Kitchen
2026-09-02,Refrigerator,0.41,200,13,Kitchen
2026-09-02,Ceiling Fan,0.95,75,13,Living & Bed
2026-09-02,Laptop,0.8,65,13,Home Office
2026-09-02,Refrigerator,0.46,200,14,Kitchen
2026-09-02,Ceiling Fan,0.95,75,14,Living & Bed
2026-09-02,Laptop,0.8,65,14,Home Office
2026-09-02,Refrigerator,0.41,200,15,Kitchen
2026-09-02,Ceiling Fan,0.95,75,15,Living & Bed
2026-09-02,Laptop,0.8,65,15,Home Office
2026-09-02,Refrigerator,0.5,200,16,Kitchen
2026-09-02,Ceiling Fan,0.95,75,16,Living & Bed
2026-09-02,Laptop,0.8,65,16,Home Office
2026-09-02,Refrigerator,0.45,200,17,Kitchen
2026-09-02,Ceiling Fan,0.95,75,17,Living & Bed
2026-09-02,Laptop,0.8,65,17,Home Office
2026-09-02,Refrigerator,0.44,200,18,Kitchen
2026-09-02,Ceiling Fan,0.95,75,18,Living & Bed
2026-09-02,LED Lights,1.0,40,18,All Rooms
2026-09-02,Refrigerator,0.45,200,19,Kitchen
2026-09-02,Television,0.92,120,19,Living Room
2026-09-02,Ceiling Fan,0.95,75,19,Living & Bed
2026-09-02,LED Lights,1.0,40,19,All Rooms
2026-09-02,Refrigerator,0.41,200,20,Kitchen
2026-09-02,Air Conditioner,0.71,1500,20,Master Bedroom
2026-09-02,Television,0.87,120,20,Living Room
2026-09-02,Ceiling Fan,0.95,75,20,Living & Bed
2026-09-02,LED Lights,1.0,40,20,All Rooms
2026-09-02,Microwave,0.25,1200,20,Kitchen
2026-09-02,Refrigerator,0.45,200,21,Kitchen
2026-09-02,Air Conditioner,0.76,1500,21,Master Bedroom
2026-09-02,Television,0.96,120,21,Living Room
2026-09-02,Ceiling Fan,0.95,75,21,Living & Bed
2026-09-02,LED Lights,1.0,40,21,All Rooms
2026-09-02,Refrigerator,0.5,200,22,Kitchen
2026-09-02,Air Conditioner,0.7,1500,22,Master Bedroom
2026-09-02,Television,0.81,120,22,Living Room
2026-09-02,Ceiling Fan,0.95,75,22,Living & Bed
2026-09-02,LED Lights,1.0,40,22,All Rooms
2026-09-02,Refrigerator,0.41,200,23,Kitchen
2026-09-02,Air Conditioner,0.7,1500,23,Master Bedroom
2026-09-02,Ceiling Fan,0.95,75,23,Living & Bed
2026-09-02,LED Lights,1.0,40,23,All Rooms
2026-09-03,Refrigerator,0.42,200,0,Kitchen
2026-09-03,Air Conditioner,0.74,1500,0,Master Bedroom
2026-09-03,Ceiling Fan,0.95,75,0,Living & Bed
2026-09-03,Refrigerator,0.49,200,1,Kitchen
2026-09-03,Ceiling Fan,0.95,75,1,Living & Bed
2026-09-03,Refrigerator,0.41,200,2,Kitchen
2026-09-03,Refrigerator,0.45,200,3,Kitchen
2026-09-03,Refrigerator,0.43,200,4,Kitchen
2026-09-03,Refrigerator,0.42,200,5,Kitchen
2026-09-03,Refrigerator,0.48,200,6,Kitchen
2026-09-03,Water Heater,0.75,2000,6,Bathroom
2026-09-03,Refrigerator,0.43,200,7,Kitchen
2026-09-03,Water Heater,0.75,2000,7,Bathroom
2026-09-03,Refrigerator,0.42,200,8,Kitchen
2026-09-03,Refrigerator,0.45,200,9,Kitchen
2026-09-03,Washing Machine,0.6,500,9,Utility Room
2026-09-03,Refrigerator,0.44,200,10,Kitchen
2026-09-03,Washing Machine,0.6,500,10,Utility Room
2026-09-03,Laptop,0.8,65,10,Home Office
2026-09-03,Refrigerator,0.45,200,11,Kitchen
2026-09-03,Ceiling Fan,0.95,75,11,Living & Bed
2026-09-03,Laptop,0.8,65,11,Home Office
2026-09-03,Refrigerator,0.48,200,12,Kitchen
2026-09-03,Ceiling Fan,0.95,75,12,Living & Bed
2026-09-03,Laptop,0.8,65,12,Home Office
2026-09-03,Microwave,0.25,1200,12,Kitchen
2026-09-03,Refrigerator,0.46,200,13,Kitchen
2026-09-03,Ceiling Fan,0.95,75,13,Living & Bed
2026-09-03,Laptop,0.8,65,13,Home Office
2026-09-03,Refrigerator,0.43,200,14,Kitchen
2026-09-03,Ceiling Fan,0.95,75,14,Living & Bed
2026-09-03,Laptop,0.8,65,14,Home Office
2026-09-03,Refrigerator,0.48,200,15,Kitchen
2026-09-03,Ceiling Fan,0.95,75,15,Living & Bed
2026-09-03,Laptop,0.8,65,15,Home Office
2026-09-03,Refrigerator,0.49,200,16,Kitchen
2026-09-03,Ceiling Fan,0.95,75,16,Living & Bed
2026-09-03,Laptop,0.8,65,16,Home Office
2026-09-03,Refrigerator,0.44,200,17,Kitchen
2026-09-03,Ceiling Fan,0.95,75,17,Living & Bed
2026-09-03,Laptop,0.8,65,17,Home Office
2026-09-03,Refrigerator,0.41,200,18,Kitchen
2026-09-03,Ceiling Fan,0.95,75,18,Living & Bed
2026-09-03,LED Lights,1.0,40,18,All Rooms
2026-09-03,Refrigerator,0.49,200,19,Kitchen
2026-09-03,Television,0.84,120,19,Living Room
2026-09-03,Ceiling Fan,0.95,75,19,Living & Bed
2026-09-03,LED Lights,1.0,40,19,All Rooms
2026-09-03,Refrigerator,0.48,200,20,Kitchen
2026-09-03,Air Conditioner,0.71,1500,20,Master Bedroom
2026-09-03,Television,0.96,120,20,Living Room
2026-09-03,Ceiling Fan,0.95,75,20,Living & Bed
2026-09-03,LED Lights,1.0,40,20,All Rooms
